rank,Account Name,No. of Employees,Website,HQ Billing Country,Billing State/Province,Billing City,Billing Street,Billing Zip/Postal Code,Industry,LinkedIn Company Id,Account LinkedIn URL,Core Account Fit Tier,score_size,score_industry,score_tier,score_data,lead_score,category,web_verdict,web_notes,us_contactability,hr_contacts
947,Resource Global,94,resourceglobal.org,,Illinois,Chicago,,,Religious Institutions,3305487.0,https://www.linkedin.com/company/re-source-global,Tier 2,40,8,14.0,10,72.0,B - Strong fit,,,,
948,Illinois Enactus,68,illinoisenactus.com,,Illinois,Champaign,,,Civic and Social Organizations,2974077.0,https://www.linkedin.com/company/illinois-enactus,Tier 2,40,8,14.0,10,72.0,B - Strong fit,,,,
949,City Mission of Schenectady,82,citymission.com,,New York,Schenectady,425 Hamilton Street,12305,Non-profit Organizations,10443119.0,https://www.linkedin.com/company/city-mission-of-schenectady,Tier 2,40,8,14.0,10,72.0,B - Strong fit,,,,
950,Nascent,99,nascents.org,,Virginia,Alexandria,85 South Bragg Street,22312,Non-profit Organizations,1184629.0,https://www.linkedin.com/company/nascent-solutions,Tier 2,40,8,14.0,10,72.0,B - Strong fit,,,,
951,Members Credit Union,76,memcu.com,,North Carolina,Winston-Salem,2098 Frontis Plaza Blvd,27103,Banking,1637382.0,https://www.linkedin.com/company/members-credit-union,Tier 2,40,8,14.0,10,72.0,B - Strong fit,,,,
952,Hibbing Community College,104,hibbing.edu,,Minnesota,Hibbing,,,Higher Education,487289.0,https://www.linkedin.com/company/hibbing-community-college,Tier 2,40,8,14.0,10,72.0,B - Strong fit,,,,
953,Legacy Early College,157,legacyearlycollege.org,,South Carolina,Greenville,900 Woodside Avenue,29611,Education Administration Programs,22296732.0,https://www.linkedin.com/company/legacyearlycollege/insights/,Tier 2,40,8,14.0,10,72.0,B - Strong fit,,,,
954,Jewish Federation of Metropolitan Detroit,146,jewishdetroit.org,,Michigan,Bloomfield Hills,,,Civic and Social Organizations,49273.0,https://www.linkedin.com/company/jewish-federation-of-metropolitan-detroit,Tier 2,40,8,14.0,10,72.0,B - Strong fit,,,,
955,Philadelphia Fight,192,fight.org,,Pennsylvania,Philadelphia,1233 Locust Street,19107,Non-profit Organizations,119681.0,https://www.linkedin.com/company/philadelphia-fight,Tier 2,40,8,14.0,10,72.0,B - Strong fit,,,,
956,iCivics,20,icivics.org,,Massachusetts,Cambridge,1035 Cambridge Street,2141,E-Learning Providers,1163485.0,https://www.linkedin.com/company/icivics,Tier 2,18,30,14.0,10,72.0,B - Strong fit,,,,
957,First Reliance Bank,241,firstreliance.com,,South Carolina,Florence,2170 W Palmetto St,29501,Banking,20664.0,https://www.linkedin.com/company/firstreliance,Tier 2,40,8,14.0,10,72.0,B - Strong fit,,,,
958,360 Youth Services,51,360youthservices.org,,Illinois,Naperville,,,Non-profit Organizations,3192724.0,https://www.linkedin.com/company/360-youth-services,Tier 2,40,8,14.0,10,72.0,B - Strong fit,,,,
959,National Education Foundation,14,nationaleducationfoundation.org,,Virginia,McLean,1350 Beverly Rd Apt 219,22101,E-Learning Providers,309543.0,https://www.linkedin.com/company/national-education-foundation,Tier 2,18,30,14.0,10,72.0,B - Strong fit,,,,
960,Peoples State Bank,239,bankpeoples.com,,Wisconsin,Wausau,1905 Stewart Avenue,54401,Banking,1213668.0,https://www.linkedin.com/company/peoples-state-bank_3,Tier 2,40,8,14.0,10,72.0,B - Strong fit,,,,
961,Sussex Im,347,sussexim.com,,Wisconsin,-,24770 Main Street,53089,Plastics Manufacturing,1909973.0,https://www.linkedin.com/company/sussex-im,Tier 2,30,18,14.0,10,72.0,B - Strong fit,,,,
962,New Age Protection,300,new-age-inc.com,,Virginia,Springfield,,,Security Guards and Patrol Services,721637.0,https://www.linkedin.com/company/new-age-protection-inc.,Tier 2,30,18,14.0,10,72.0,B - Strong fit,,,,
963,Pingree School,125,pingree.org,,Massachusetts,Hamilton,537 Highland Street,1982,Primary and Secondary Education,119755.0,https://www.linkedin.com/company/pingreeschool,Tier 2,40,8,14.0,10,72.0,B - Strong fit,,,,
964,Lyons National Bank,203,bankwithlnb.com,,New York,Lyons,35 William Street,14489,Banking,723826.0,https://www.linkedin.com/company/lyons-national-bank,Tier 2,40,8,14.0,10,72.0,B - Strong fit,,,,
965,Garrison Institute,55,garrisoninstitute.org,,New York,Garrison,14 Marys Way,10524,Non-profit Organizations,1123916.0,https://www.linkedin.com/company/the-garrison-institute,Tier 2,40,8,14.0,10,72.0,B - Strong fit,,,,
966,Barr Foundation,72,barrfoundation.org,,Massachusetts,Boston,2 Atlantic Avenue,2110,Philanthropic Fundraising Services,80135.0,https://www.linkedin.com/company/barrfdn,Tier 2,40,8,14.0,10,72.0,B - Strong fit,,,,
967,Public Policy Lab,58,publicpolicylab.org,,New York,Brooklyn,20 Jay Street,11201,Civic and Social Organizations,2460936.0,https://www.linkedin.com/company/public-policy-lab,Tier 2,40,8,14.0,10,72.0,B - Strong fit,,,,
968,People Powered,53,peoplepowered.org,,New York,Brooklyn,,,Civic and Social Organizations,68291925.0,https://www.linkedin.com/company/peoplepowered,Tier 2,40,8,14.0,10,72.0,B - Strong fit,,,,
969,Proverbs 31 Ministries,117,proverbs31.org,,North Carolina,Matthews,PO Box 3189,28106,Religious Institutions,885970.0,https://www.linkedin.com/company/proverbs-31-ministries,Tier 2,40,8,14.0,10,72.0,B - Strong fit,,,,
970,Accordus,68,accordus.com,,Tennessee,,,,Non-profit Organizations,,https://www.linkedin.com/company/accordus,Tier 2,40,8,14.0,8,70.0,B - Strong fit,,,,
971,IfYoureReadingThis.org,61,ifyourereadingthis.org,,Virginia,,,,Non-profit Organizations,,https://www.linkedin.com/company/ifyourereadingthis,Tier 2,40,8,14.0,8,70.0,B - Strong fit,,,,
972,The International Partnership of Education Research and Communication,62,iperc.org,,Ohio,Columbus,1170 Old Henderson Rd Ste 208,43220,Education Administration Programs,,https://www.linkedin.com/company/iperc,Tier 2,40,8,14.0,8,70.0,B - Strong fit,,,,
973,"Kolberg-Pioneer, Inc.",93,astecindustries.com,,South Dakota,Yankton,1725 Shepherd Road,37421,Machinery Manufacturing,923914.0,https://www.linkedin.com/company/kolberg-pioneer-inc.,Tier 4,40,20,0.0,10,70.0,B - Strong fit,,,,
974,"Baron Capital Group, Inc.",22,www.baroncapitalgroup.com,,New York,New York,767 5th Avenue,10153,Investment Management,,https://www.linkedin.com/company/baron-capital/,Tier 2,18,30,14.0,8,70.0,B - Strong fit,,,,
975,Severn School,170,severnschool.com,,Maryland,Severna Park,201 Water Street,21146,Education Administration Programs,,https://www.linkedin.com/company/severn-school,Tier 2,40,8,14.0,8,70.0,B - Strong fit,,,,
976,Memphis School Of Excellence,194,sememphis.org,,Tennessee,Memphis,,,Education,,https://www.linkedin.com/company/sememphis,Tier 2,40,8,14.0,8,70.0,B - Strong fit,,,,
977,Spearfish School District 40-2,240,spearfish.k12.sd.us,,South Dakota,Spearfish,525 E Illinois St,,Education Administration Programs,,https://www.linkedin.com/company/sioux-falls-school-district,Tier 2,40,8,14.0,8,70.0,B - Strong fit,,,,
978,Southwest Texas Junior College,241,swtxc.edu,,Texas,,,,Education Administration Programs,,https://www.linkedin.com/school/southwest-texas-junior-college,Tier 2,40,8,14.0,8,70.0,B - Strong fit,,,,
979,New York Jobs Ceo Council,55,nyjobsceocouncil.org,,New York,New York,,,Non-profit Organizations,,https://www.linkedin.com/company/new-york-jobs-ceo-council,Tier 2,40,8,14.0,8,70.0,B - Strong fit,,,,
980,Mount Pisgah Christian School,138,mountpisgahschool.org,,Georgia,Johns Creek,9820 Nesbit Ferry Road,30022,Education,,https://www.linkedin.com/company/mount-pisgah-christian-school,Tier 2,40,8,14.0,8,70.0,B - Strong fit,,,,
981,Big Picture Philadelphia,53,bigpicturephiladelphia.org,,Pennsylvania,Philadelphia,2300 Master Street,19121,Education,,https://www.linkedin.com/company/big-picture-philadelphia,Tier 2,40,8,14.0,8,70.0,B - Strong fit,,,,
982,Gaper,504,gaper.io,,New York,New York,,10025,IT Services and IT Consulting,40875730.0,https://www.linkedin.com/company/gaper,Tier 2,15,30,14.0,10,69.0,C - Moderate / nurture,,,,
983,Pfa Cedar Street L.C.,69,livecitron.com,,Maryland,Silver Spring,815 Pershing Dr,,Real Estate,,,Tier 3,40,20,7.0,2,69.0,C - Moderate / nurture,,,,
984,Futures Behavior Therapy Center,46,futuresbtc.com,,Massachusetts,West Boylston,55 Tozer Rd Ste 2,1915,Mental Health Care,16140757.0,https://www.linkedin.com/company/futures-behavior-therapy-center-llc,Tier 3,32,20,7.0,10,69.0,C - Moderate / nurture,,,,
985,"Associated Management, Ltd.",125,amlapartments.com,,Arkansas,North Little Rock,3501 Bay Oaks Dr,,Real Estate,,,Tier 3,40,20,7.0,2,69.0,C - Moderate / nurture,,,,
986,Gorman Management Company,140,gormanmanagementco.com,,Oklahoma,Bartlesville,398060 W 2200 Rd,,Real Estate,,,Tier 3,40,20,7.0,2,69.0,C - Moderate / nurture,,,,
987,Green Contracting Company,42,greencontracting.com,,Maryland,Rosedale,2739 Spencers Trace Northeast,30062,Construction,4129637.0,https://www.linkedin.com/company/green-contracting,Tier 3,32,20,7.0,10,69.0,C - Moderate / nurture,,,,
988,"BROWNSTONE LEGACY, INC.",55,berniereadinger.com,,Pennsylvania,Hershey,501 W Governor Rd,,Real Estate,,,Tier 3,40,20,7.0,2,69.0,C - Moderate / nurture,,,,
989,"Faithway Alliance, LLC",60,faithwayfeeds.com,,Alabama,Guntersville,4201 Lake Guntersville Park Dr,,Wholesale,,https://www.linkedin.com/company/faithwayalliance,Tier 4,40,20,0.0,8,68.0,C - Moderate / nurture,,,,
990,Corner Cafe,105,thecornercafe.com,,Missouri,Riverside,4541 Northwest Gateway Avenue,64150,Hospitality,,https://www.linkedin.com/company/rule-restaurant-group-inc,Tier 4,40,20,0.0,8,68.0,C - Moderate / nurture,,,,
991,Hacienda Ford,80,haciendaford.com,,Texas,Edinburg,3010 West University Drive,78539,Retail Motor Vehicles,4192295.0,https://www.linkedin.com/company/haciendaford,Tier 4,40,18,0.0,10,68.0,C - Moderate / nurture,,,,
992,Preschool Learning Center,57,tclny.org,,Louisiana,New Orleans,,,Musicians,7990732.0,https://www.linkedin.com/company/preschool-learning-center,Tier 4,40,18,0.0,10,68.0,C - Moderate / nurture,,,,
993,"PARADISE CAR WASH, LLC",73,paradisecarwash.com,,Minnesota,Saint Paul,1355 Town Centre Dr,,Motor Vehicle Manufacturing,,https://www.linkedin.com/company/paradisecarwash,Tier 4,40,20,0.0,8,68.0,C - Moderate / nurture,,,,
994,Simply Home,106,simply-sold.net,,Texas,Austin,616 Main Street,73749,Construction,,https://www.linkedin.com/company/simply-home-austin,Tier 4,40,20,0.0,8,68.0,C - Moderate / nurture,,,,
995,76th Software Engineering Group,193,afscciviliancareers.com,,Oklahoma,Oklahoma City,4335 North Classen Boulevard,73118,Defense and Space Manufacturing,67993351.0,https://www.linkedin.com/company/76th-software-engineering-group,Tier 4,40,18,0.0,10,68.0,C - Moderate / nurture,,,,
996,Cottage,10,thecottage.com,,Louisiana,Shreveport,,,Retail,3104532.0,https://www.linkedin.com/company/kitchen-&-bath-cottage,Tier 1,18,20,20.0,10,68.0,C - Moderate / nurture,,,,
997,Gateway Construction Company Inc,200,gatewayconstructionchicago.com,,Illinois,Melrose Park,3150 W Hirsch St,,Construction,,https://www.linkedin.com/company/gateway-construction-company-inc,Tier 4,40,20,0.0,8,68.0,C - Moderate / nurture,,,,
998,Kato Engineering,187,nidec.com,,Minnesota,North Mankato,,,Engines and Power Transmission Equipment Manufacturing,28590489.0,https://www.linkedin.com/company/katoengineering,Tier 4,40,18,0.0,10,68.0,C - Moderate / nurture,,,,
999,Beacon Credit Union,283,beaconcu.org,,Indiana,Wabash,South Wabash Street,46992,Banking,5537930.0,https://www.linkedin.com/company/beacon-credit-union,Tier 1,30,8,20.0,10,68.0,C - Moderate / nurture,,,,
1000,Tau Beta Sigma,27,tbsigma.org,,Oklahoma,Stillwater,,,Musicians,507282.0,https://www.linkedin.com/company/tau-beta-sigma,Tier 3,32,18,7.0,10,67.0,C - Moderate / nurture,,,,
1001,Precision Electrical,31,precisionelectricalco.com,,Ohio,Jackson,"2403 Sidney St., Ste. 125",15203,Appliances Electrical and Electronics Manufacturing,6132363.0,https://www.linkedin.com/company/precision-electrical,Tier 3,32,18,7.0,10,67.0,C - Moderate / nurture,,,,
1002,Penobscot Bay Ymca,29,penbayymca.org,,Maine,Rockport,840  PO BOX,4856,Consumer Services,,https://www.linkedin.com/company/flowpodcast,Tier 3,32,20,7.0,8,67.0,C - Moderate / nurture,,,,
1003,Everest Care Management,41,everestcm.net,,Pennsylvania,Lancaster,3rd Street Southwest,20024,Home Health Care Services,11551502.0,https://www.linkedin.com/company/everest-care-management,Tier 3,32,18,7.0,10,67.0,C - Moderate / nurture,,,,
1004,Waddle Trucking,28,waddletrucking.com,,Mississippi,Tupelo,2448 McCullough Boulevard,38826,Truck Transportation,4631037.0,https://www.linkedin.com/company/waddle-trucking,Tier 3,32,18,7.0,10,67.0,C - Moderate / nurture,,,,
1005,Metal Panels,46,metalpanelsinc.com,,Oklahoma,Tulsa,131 S. 147th East Ave.,74116,Wholesale Building Materials,246017.0,https://www.linkedin.com/company/metalpanelsinc,Tier 3,32,18,7.0,10,67.0,C - Moderate / nurture,,,,
1006,Morning Sun Financial Services,28,morningsunfs.com,,Minnesota,Minneapolis,,,Individual and Family Services,3110442.0,https://www.linkedin.com/company/morning-sun-financial-services,Tier 3,32,18,7.0,10,67.0,C - Moderate / nurture,,,,
1007,Neuco,338,neuco.com,,Illinois,Bolingbrook,5101 Thatcher Road,60515,Wholesale,853394.0,https://www.linkedin.com/company/neuco-inc,Tier 3,30,20,7.0,10,67.0,C - Moderate / nurture,,,,
1008,Young's Jersey Dairy,268,youngsdairy.com,,Ohio,Yellow Springs,6880 Springfield Xenia Rd.,45387,Hospitality,2588868.0,https://www.linkedin.com/company/young%27s-jersey-dairy,Tier 3,30,20,7.0,10,67.0,C - Moderate / nurture,,,,
1009,"Harold's Photo Centers, Inc.",70,haroldscameras.com,,South Dakota,Sioux Falls,912 W 41St St,,Photography,,,Tier 3,40,18,7.0,2,67.0,C - Moderate / nurture,,,,
1010,Carolina Poly,45,carolinapoly.com,,South Carolina,Chester,,29706,Plastics Manufacturing,28174812.0,https://www.linkedin.com/company/carolina-poly-inc,Tier 3,32,18,7.0,10,67.0,C - Moderate / nurture,,,,
1011,Hueber L.L.C.,80,hueberfeed.com,,Illinois,Creston,110 S Main St,,Food and Beverage Manufacturing,,https://www.linkedin.com/company/hueber-feed-llc,Tier 4,40,18,0.0,8,66.0,C - Moderate / nurture,,,,
1012,"McCorkle Truck Line, Inc.",120,mccorkletruckline.com,,Oklahoma,Oklahoma City,2132 Se 18Th St,,Transportation Logistics and Storage,,https://www.linkedin.com/company/mccorkle-truck-line-inc,Tier 4,40,18,0.0,8,66.0,C - Moderate / nurture,,,,
1013,"Springfield Flying Service, Incorporated",250,fly3dw.com,,Missouri,Springfield,2546 E Division St,,Transportation Logistics and Storage,,https://www.linkedin.com/company/springfield-flying-service-inc,Tier 4,40,18,0.0,8,66.0,C - Moderate / nurture,,,,
1014,"Sheldon Laboratory Systems, Inc.",151,sheldonlabs.com,,Mississippi,Crystal Springs,102 Kirk St,,Furniture and Home Furnishings Manufacturing,,https://www.linkedin.com/company/sheldon-labs,Tier 4,40,18,0.0,8,66.0,C - Moderate / nurture,,,,
1015,"Minyard Sons Services, Inc.",98,minyardcompany.com,,Texas,Cedar Park,1004 Cedar Park Dr,,Appliances Electrical and Electronics Manufacturing,,https://www.linkedin.com/company/minyard-electric-co-inc,Tier 4,40,18,0.0,8,66.0,C - Moderate / nurture,,,,
1016,"Piping Contractors Of Kansas, Inc.",70,pcimechanical.com,,Kansas,Topeka,4141 Nw 25Th St,,Commercial and Industrial Machinery Maintenance,,https://www.linkedin.com/company/pci-mechanical-services,Tier 4,40,18,0.0,8,66.0,C - Moderate / nurture,,,,
1017,Lehigh Northampton Airport Authority,300,flyabe.com,,Pennsylvania,Allentown,,18109,Airlines and Aviation,7109946.0,https://www.linkedin.com/company/lehigh-northampton-airport-authority,Tier 3,30,18,7.0,10,65.0,C - Moderate / nurture,,,,
1018,Genfed Financial Credit Union,116,genfed.com,,Ohio,Akron,,,Banking,8188235.0,https://www.linkedin.com/company/genfed-credit-union,Tier 3,40,8,7.0,10,65.0,C - Moderate / nurture,,,,
1019,Montgomery County Coalition For The Homeless,89,mcch.net,,Maryland,Rockville,East Gude Drive,20850,Non-profit Organizations,766791.0,https://www.linkedin.com/company/montgomery-county-coalition-for-the-homeless,Tier 3,40,8,7.0,10,65.0,C - Moderate / nurture,,,,
1020,Americans For The Arts,80,americansforthearts.org,,District of Columbia,Washington,1000 Vermont Avenue Northwest,20005,Non-profit Organizations,20753.0,https://www.linkedin.com/company/americans4arts,Tier 3,40,8,7.0,10,65.0,C - Moderate / nurture,,,,
1021,Bethany Lutheran Church,80,bethanycr.org,,Iowa,Cedar Rapids,,,Religious Institutions,475008.0,https://www.linkedin.com/company/bethany-lutheran-church_2,Tier 3,40,8,7.0,10,65.0,C - Moderate / nurture,,,,
1022,First Fidelity Bank,106,ffb-sd.com,,South Dakota,Burke,,,Banking,59108722.0,https://www.linkedin.com/company/first-fidelity-bank-burke-sd-,Tier 3,40,8,7.0,10,65.0,C - Moderate / nurture,,,,
1023,First Baptist Church of Jacksonville,107,fbcjax.com,,Florida,Jacksonville,125 W Ashley St,32202,Religious Institutions,778675.0,https://www.linkedin.com/company/first-baptist-church-of-jacksonville,Tier 3,40,8,7.0,10,65.0,C - Moderate / nurture,,,,
1024,North Montco Technical Career Center,77,nmtcc.org,,Pennsylvania,Lansdale,,,Primary and Secondary Education,34222331.0,https://www.linkedin.com/company/north-montco-technical-career-center,Tier 3,40,8,7.0,10,65.0,C - Moderate / nurture,,,,
1025,Southlake Christian Academy,71,southlakechristian.org,,North Carolina,Huntersville,,,Primary and Secondary Education,7989622.0,https://www.linkedin.com/company/southlake-christian-academy,Tier 3,40,8,7.0,10,65.0,C - Moderate / nurture,,,,
1026,Trinity Episcopal Church,101,trinitylexington.com,,Michigan,New Haven,,,Religious Institutions,601810.0,https://www.linkedin.com/company/trinity-episcopal-church_2,Tier 3,40,8,7.0,10,65.0,C - Moderate / nurture,,,,
1027,Delaware County Christian School,106,dccs.org,,Pennsylvania,Newtown Square,462 Malin Road,19073,Primary and Secondary Education,10928046.0,https://www.linkedin.com/company/delaware-county-christian-school,Tier 3,40,8,7.0,10,65.0,C - Moderate / nurture,,,,
1028,Washington Education Association,182,washingtonea.org,,District of Columbia,Auburn,32032 Weyerhaeuser Way South,,Primary and Secondary Education,16246856.0,https://www.linkedin.com/company/washingtonea,Tier 3,40,8,7.0,10,65.0,C - Moderate / nurture,,,,
1029,Alabama Shipyard,300,alabamashipyard.com,,Alabama,Mobile,660 Dunlap Drive,36602,Shipbuilding,64530654.0,https://www.linkedin.com/company/alabama-shipyard-llc,Tier 3,30,18,7.0,10,65.0,C - Moderate / nurture,,,,
1030,Therapeutic Alternatives,323,mytahome.com,,North Carolina,Randleman,4270 Heath Dairy Rd,27317,Wellness and Fitness Services,,https://www.linkedin.com/company/therapeutic-alternatives-inc.,Tier 3,30,20,7.0,8,65.0,C - Moderate / nurture,,,,
1031,Metalaire,338,metalaire.com,,Florida,,,,Construction,,https://www.linkedin.com/company/metal-industries-inc.,Tier 3,30,20,7.0,8,65.0,C - Moderate / nurture,,,,
1032,Conway Beam Truck Group,307,conwaybeam.com,,New York,Rochester,2654 W Henrietta Rd.,14609,Transportation Logistics Supply Chain and Storage,72462812.0,https://www.linkedin.com/company/conwaybeamtruckgroup,Tier 3,30,18,7.0,10,65.0,C - Moderate / nurture,,,,
1033,Packaging Concepts,318,packagingconceptsinc.com,,Missouri,St Louis,9832 Evergreen Industrial Dr,63123,Printing Services,1197571.0,https://www.linkedin.com/company/packaging-concepts-inc,Tier 3,30,18,7.0,10,65.0,C - Moderate / nurture,,,,
1034,Health Equity International,477,healthequityintl.org,,Massachusetts,Newton,40 Glen Avenue,2459,Hospitals,1657499.0,https://www.linkedin.com/company/health-equity-international,Tier 3,30,18,7.0,10,65.0,C - Moderate / nurture,,,,
1035,Mid Central Community Action,70,mccainc.org,,Illinois,Bloomington,,,Civic and Social Organizations,12989859.0,https://www.linkedin.com/company/mid-central-community-action,Tier 3,40,8,7.0,10,65.0,C - Moderate / nurture,,,,
1036,Greece Community Federal Credit Union,69,greecefcu.com,,New York,Rochester,,,Banking,1828705.0,https://www.linkedin.com/company/greece-community-federal-credit-union,Tier 3,40,8,7.0,10,65.0,C - Moderate / nurture,,,,
1037,Niles-maine District Library,68,nileslibrary.org,,Illinois,Niles,6960 West Oakton Street,60714,Libraries,1178645.0,https://www.linkedin.com/company/niles-public-library,Tier 3,40,8,7.0,10,65.0,C - Moderate / nurture,,,,
1038,North Salem State Bank,63,nssb.bank,,Indiana,North Salem,9 W KENTUCKY ST,46118,Banking,9083818.0,https://www.linkedin.com/company/northsalemstatebank,Tier 3,40,8,7.0,10,65.0,C - Moderate / nurture,,,,
1039,Mid-south Transplant Foundation,65,midsouthtransplant.org,,Tennessee,Memphis,,,Non-profit Organizations,3879913.0,https://www.linkedin.com/company/mid-south-transplant-foundation,Tier 3,40,8,7.0,10,65.0,C - Moderate / nurture,,,,
1040,First Baptist Church Brandon Ms,63,fbcbrandon.com,,Mississippi,Brandon,216 North Parsons Avenue,33510,Civic and Social Organizations,58833364.0,https://www.linkedin.com/company/first-baptist-church-brandon-ms,Tier 3,40,8,7.0,10,65.0,C - Moderate / nurture,,,,
1041,Central Minnesota Jobs and Training Services,65,cmjts.org,,Minnesota,Monticello,,,Non-profit Organizations,612280.0,https://www.linkedin.com/company/central-minnesota-jobs-and-training,Tier 3,40,8,7.0,10,65.0,C - Moderate / nurture,,,,
1042,Farmers & Merchants Bank Ne,110,bankfmb.com,,Nebraska,Milford,3015 2nd Ave,68847,Banking,16226794.0,https://www.linkedin.com/company/farmers-&-merchants-bank-ne,Tier 3,40,8,7.0,10,65.0,C - Moderate / nurture,,,,
1043,College Of The Ouachitas,83,asutr.edu,,Arkansas,Malvern,,,Higher Education,3686971.0,https://www.linkedin.com/company/college-of-the-ouachitas,Tier 3,40,8,7.0,10,65.0,C - Moderate / nurture,,,,
1044,Saint John's College,80,sjc.edu,,Connecticut,West Hartford,,,Higher Education,15251135.0,https://www.linkedin.com/company/saint-joseph-college,Tier 3,40,8,7.0,10,65.0,C - Moderate / nurture,,,,
1045,Cnb St Louis Bank,86,cnbstl.com,,Missouri,St Louis,7305 Manchester Road,63143,Banking,522070.0,https://www.linkedin.com/company/cnbstl,Tier 3,40,8,7.0,10,65.0,C - Moderate / nurture,,,,
1046,Camden Catholic High School,85,camdencatholic.org,,New Jersey,Cherry Hill,,,Higher Education,3953263.0,https://www.linkedin.com/company/camden-catholic-high-school,Tier 3,40,8,7.0,10,65.0,C - Moderate / nurture,,,,
1047,Senior Connections The Capital Area Agency On Aging,87,seniorconnections-va.org,,Virginia,Richmond,,,Non-profit Organizations,10964498.0,https://www.linkedin.com/company/senior-connections-the-capital-area-agency-on-aging,Tier 3,40,8,7.0,10,65.0,C - Moderate / nurture,,,,
1048,Wisconsin Technical College System,87,wtcsystem.edu,,Wisconsin,Madison,4622 University Ave.,53707,Education,1688988.0,https://www.linkedin.com/company/wisconsin-technical-college-system,Tier 3,40,8,7.0,10,65.0,C - Moderate / nurture,,,,
1049,Rutgers School Of Environmental and Biological Sciences,88,sebs.rutgers.edu,,New Jersey,New Brunswick,,,Higher Education,28595632.0,https://www.linkedin.com/company/rutgers-school-of-environmental-and-biological-sciences,Tier 3,40,8,7.0,10,65.0,C - Moderate / nurture,,,,
1050,Reach Academy Charter School,62,reachacademycharter.org,,New York,Buffalo,115 Ash Street,14204,Primary and Secondary Education,18870497.0,https://www.linkedin.com/company/reach-academy-charter-school,Tier 3,40,8,7.0,10,65.0,C - Moderate / nurture,,,,
1051,Infovisa,54,infovisa.com,,North Carolina,Davidson,11120 Treynorth Dr,28031,Banking,10438414.0,https://www.linkedin.com/company/infovisa-inc-,Tier 3,40,8,7.0,10,65.0,C - Moderate / nurture,,,,
1052,Art Academy Of Cincinnati,126,artacademy.edu,,Ohio,Cincinnati,[:],45202-1706,Higher Education,111193.0,https://www.linkedin.com/company/art-academy-of-cincinnati,Tier 3,40,8,7.0,10,65.0,C - Moderate / nurture,,,,
1053,Brown College,126,browncollege.edu,,Minnesota,St Paul,,,Higher Education,19907.0,https://www.linkedin.com/company/brown-college,Tier 3,40,8,7.0,10,65.0,C - Moderate / nurture,,,,
1054,Lincoln Children's Zoo,73,lincolnzoo.org,,Nebraska,Lincoln,1222 S 27Th St.,68502,Non-profit Organizations,1319967.0,https://www.linkedin.com/company/lincoln-children's-zoo,Tier 3,40,8,7.0,10,65.0,C - Moderate / nurture,,,,
1055,ALIVE!,74,alive-inc.org,,Virginia,Alexandria,2723 King Street,,Civic and Social Organizations,69244506.0,https://www.linkedin.com/company/alive4alexandria,Tier 3,40,8,7.0,10,65.0,C - Moderate / nurture,,,,
1056,WWBIC,74,wwbic.com,,Wisconsin,Milwaukee,,,Non-profit Organizations,1785288.0,https://www.linkedin.com/company/wwbic,Tier 3,40,8,7.0,10,65.0,C - Moderate / nurture,,,,
1057,Renaissance Academy Charter School Of The Arts,66,renacad.org,,New York,Rochester,,,Primary and Secondary Education,15493588.0,https://www.linkedin.com/company/renaissance-academy-charter-school-of-the-arts,Tier 3,40,8,7.0,10,65.0,C - Moderate / nurture,,,,
1058,Stuart Country Day School Of The Sacred Heart,121,stuartschool.org,,New Jersey,Princeton,,,Primary and Secondary Education,745922.0,https://www.linkedin.com/company/stuart-country-day-school-of-the-sacred-heart,Tier 3,40,8,7.0,10,65.0,C - Moderate / nurture,,,,
1059,Nashville Classical Charter School,59,nashvilleclassical.org,,Tennessee,Nashville,,,Primary and Secondary Education,3662223.0,https://www.linkedin.com/company/nashville-classical-charter-school,Tier 3,40,8,7.0,10,65.0,C - Moderate / nurture,,,,
1060,Save The Chimps,60,savethechimps.org,,Florida,Fort Pierce,Carole Noon Lane,34945,Non-profit Organizations,3068546.0,https://www.linkedin.com/company/save-the-chimps-inc,Tier 3,40,8,7.0,10,65.0,C - Moderate / nurture,,,,
1061,Ihs Global,56,ihsglobal.org,,Pennsylvania,Wayne,,,Religious Institutions,4807523.0,https://www.linkedin.com/company/ihs-global,Tier 3,40,8,7.0,10,65.0,C - Moderate / nurture,,,,
1062,National Ovarian Cancer Coalition,56,ovarian.org,,Texas,Dallas,3800 Maple Avenue,75219,Non-profit Organizations,978146.0,https://www.linkedin.com/company/national-ovarian-cancer-coalition,Tier 3,40,8,7.0,10,65.0,C - Moderate / nurture,,,,
1063,Northern Illinois Conference of The United Methodist Church,62,umcnic.org,,Illinois,Chicago,,,Religious Institutions,1068896.0,https://www.linkedin.com/company/northern-illinois-conference-of-the-united-methodist-church,Tier 3,40,8,7.0,10,65.0,C - Moderate / nurture,,,,
1064,I.e.smart Systems,22,artsystems.com,,Texas,Houston,15200 East Hardy Road,77032,Telecommunications,558698.0,https://www.linkedin.com/company/iesmartsystems-l.l.c.,Tier 3,18,30,7.0,10,65.0,C - Moderate / nurture,,,,
1065,University Club of Chicago,126,ucco.com,,,Chicago,76 East Monroe Street,60603,Civic and Social Organizations,123696.0,https://www.linkedin.com/company/university-club-of-chicago,Tier 3,40,8,7.0,10,65.0,C - Moderate / nurture,,,,
